Video ID,News Channel,Comment ID,Comment,Published At,Likes,Sentiment
LP5yA5GEZoQ,FOX,UgzV0Oc723b_C27-4sx4AaABAg,"Thanks Trump, you just handed the 2024 election to the Dems.",2022-11-16T03:17:54Z,31,0.4404
LP5yA5GEZoQ,FOX,Ugx-7y7LvwTUpmnHv3N4AaABAg,Trump is completely Insane!,2022-11-16T03:17:54Z,2,-0.5081
LP5yA5GEZoQ,FOX,UgwzdHpa7sfHL3lqunF4AaABAg,The only time Biden had that many people clapping in one room was when he was leaving it!! FJB!!!,2022-11-16T03:17:48Z,23,0.0
LP5yA5GEZoQ,FOX,UgyD9kvEloHpuCuOXUx4AaABAg,🫡 let’s Goooo,2022-11-16T03:17:46Z,0,0.0
LP5yA5GEZoQ,FOX,Ugx9dMIMBUQ6cLOG0cR4AaABAg,❤❤❤❤,2022-11-16T03:17:46Z,1,0.0
LP5yA5GEZoQ,FOX,Ugydq66m3wM90tDpQFN4AaABAg,He going to be in jail 😂,2022-11-16T03:17:46Z,0,0.0
LP5yA5GEZoQ,FOX,Ugxl4O93mDiXHsr9BUp4AaABAg,This dude lost to sleepy joe 😂,2022-11-16T03:17:45Z,0,-0.3182
LP5yA5GEZoQ,FOX,Ugw7DMzJlOwFKsBQ60J4AaABAg,Duhhh!!!,2022-11-16T03:17:45Z,0,0.0
LP5yA5GEZoQ,FOX,UgwuMWbMTvp42WyAKB14AaABAg,Hellyeah!!! ✊🏽,2022-11-16T03:17:42Z,0,0.0
LP5yA5GEZoQ,FOX,Ugz25h91MuBbvdLz23N4AaABAg,"I’m so glad trump is capable of speaking, getting off a stage, and not trying to act like everything is great when it’s not.",2022-11-16T03:17:39Z,457,0.9099
LP5yA5GEZoQ,FOX,Ugy45lawu03upwyzEIl4AaABAg,"He’s back, son!",2022-11-16T03:17:38Z,23,0.0
LP5yA5GEZoQ,FOX,Ugw9CDxi6fwuOmLSWC14AaABAg,Thank FN GAWD !!!!,2022-11-16T03:17:36Z,0,0.5673
LP5yA5GEZoQ,FOX,UgzUXqY4DwwrXbC-mdB4AaABAg,"Trump looks younger, healthier than when he was president!😧",2022-11-16T03:17:36Z,27,0.0
LP5yA5GEZoQ,FOX,UgwY0nQT6VuGKs1zaKx4AaABAg,"He needs to step down, he’s a good president, but also a stain in the republicans.
If you want any chance at winning in 2024, you need someone new like Santis or Kari lake.
His name is so tarnished, your gonna lose, once again",2022-11-16T03:17:34Z,0,0.8481
LP5yA5GEZoQ,FOX,UgxzAONhPcYBrVmjl9x4AaABAg,"So exactly what's wrong with this country?? He never states facts or examples just hyperbole. Sad,  old, dumb narcissist traitor.",2022-11-16T03:17:28Z,1,-0.8786
LP5yA5GEZoQ,FOX,UgzTzO9EMSZZVW4UK2V4AaABAg,So NO! To American Fascism,2022-11-16T03:17:24Z,0,-0.5451
LP5yA5GEZoQ,FOX,UgzZ5_cpG-LRZlpDNKp4AaABAg,WHAT A JOKE!!!!!!!!!’nn,2022-11-16T03:17:24Z,0,0.0
LP5yA5GEZoQ,FOX,UgyY5LMAi7Wq-xBFKPF4AaABAg,The GOAT is back!!!!!!!!!!!!,2022-11-16T03:17:22Z,1,0.0
LP5yA5GEZoQ,FOX,Ugw_Ljg7wDYMo9mLAB14AaABAg,I'll support Trump but I want DeSantis to run for President in 2024 🇺🇸,2022-11-16T03:17:21Z,2,0.3182
LP5yA5GEZoQ,FOX,UgwPVqQnW7uEY_hB_714AaABAg,"No we don’t want this animal in our lives ever again, please peoples open your eyes.",2022-11-16T03:17:21Z,0,0.1027
LP5yA5GEZoQ,FOX,UgzhGI_Zct5XsIo3xNd4AaABAg,Trump/Lake 2024,2022-11-16T03:17:18Z,1,0.0
LP5yA5GEZoQ,FOX,UgzXuFDVyCdPU3IDSLh4AaABAg,I think that is the greatest news I've heard for a while other than Nancy pelosi getting fired. Our president Trump is going to have to be real careful when that election day comes because the Democrats are going to use every weapon they have cheating lying deception buying votes everything they're going to throw at him to keep their power because they don't care about America they're letting it fall apart and I can't understand why everybody in America can't see that !!,2022-11-16T03:17:16Z,1,-0.9203
LP5yA5GEZoQ,FOX,UgzCkvuCL2r59TkMw3t4AaABAg,"ALL RINOS and SWAMPERS must GO!!! Starting with: McConnell, Graham, and Romney! 
A parable: 
Two men on a porch with a dog moaning because it’s laying on a nail.
Man1: Why ain’t the dog getting off the nail if it’s hurting him?
Man2: ‘Cause it ain’t hurting bad enough yet!

Note 75% ""on the wrong track"" don't mean sh.t IF folks voted Democrat; IT DON'T HURT ENOUGH, YET, DOES IT!",2022-11-16T03:17:15Z,0,-0.9565
LP5yA5GEZoQ,FOX,UgxGzbNqFa62y56smax4AaABAg,It's nice to hear a President speak in complete sentences for a change,2022-11-16T03:17:14Z,35,0.4588
LP5yA5GEZoQ,FOX,Ugw1zqTSbvMHRtSeI614AaABAg,*yawn*,2022-11-16T03:17:12Z,0,0.0
LP5yA5GEZoQ,FOX,Ugwy1ModrvkEHD4wiKJ4AaABAg,He has 2 lock in DeSantis as a running mate NOW!!!,2022-11-16T03:17:08Z,0,0.0
LP5yA5GEZoQ,FOX,UgwSaLNmOxks3zALfKZ4AaABAg,KOOKABURRA,2022-11-16T03:17:05Z,2,0.0
LP5yA5GEZoQ,FOX,Ugx3J7xQRaaeXFZSOE54AaABAg,Watching him lose for a second time is going to be the 2nd most satisfying thing ever!!! WhooHoo!!! Go Orange Orangutan. 😂,2022-11-16T03:17:02Z,1,0.4139
LP5yA5GEZoQ,FOX,Ugy5ky2JIC_QAqTBX5x4AaABAg,Atta boy 🇺🇸,2022-11-16T03:17:01Z,1,0.0
LP5yA5GEZoQ,FOX,Ugwtj9Dj1EjV820Drth4AaABAg,M A GOTTS!!!!!!,2022-11-16T03:17:00Z,0,0.0
LP5yA5GEZoQ,FOX,UgwMZHxmymqNit29HGJ4AaABAg,We need trump back now!,2022-11-16T03:17:00Z,1,0.0
LP5yA5GEZoQ,FOX,UgwDFp7nFCgUqJH9fG54AaABAg,Demented Joe is probably in his bunker sucking an ice-cream and hoping that someone will change his diapers soon.,2022-11-16T03:16:57Z,1,0.4215
LP5yA5GEZoQ,FOX,Ugy7yn9xNWBcxQsZJmp4AaABAg,"Yahooooo ! my president ,best president ever !I will be voting for you in 2024 100%...",2022-11-16T03:16:57Z,1,0.6988
LP5yA5GEZoQ,FOX,Ugy1-nzB7VXxM7hKjQ14AaABAg,I can’t wait for him and Desantis to split the party,2022-11-16T03:16:54Z,18,0.4019
LP5yA5GEZoQ,FOX,UgxM6Qax_UknQwBHQd54AaABAg,"What an idiot!!! He’s going to lose … in a landslide , if he makes it. He just loves the attention. The disastrous midterms should have been enough to deter him but no.",2022-11-16T03:16:52Z,1,-0.7767
LP5yA5GEZoQ,FOX,Ugwmj8jBWoKkoM5gJkV4AaABAg,"It will be a new path of prosperity for Americans - for sure! Because Joe Biden's government is a catastrophe not only for Americans but for countries that support the United States and we must fight drug traffickers together, strengthen security, and end corruption within government power, and have clear and honest elections, ...etc Brazilians support Americans and the new administration of the republicans",2022-11-16T03:16:51Z,6,0.9663
LP5yA5GEZoQ,FOX,Ugzlbs-HHaOMmj0HpgN4AaABAg,He’s going to prison. This doesn’t matter 😂,2022-11-16T03:16:50Z,7,-0.4939
LP5yA5GEZoQ,FOX,Ugy8OyskwUiLW-VLU7l4AaABAg,Definitely Trump is the choice if they really want change going forward. Currently the US is the joke in the world with this current administration.,2022-11-16T03:16:44Z,0,0.6697
LP5yA5GEZoQ,FOX,Ugwk45mRJ1vkBBPq2Rx4AaABAg,Interesting I suppose ...but I have doubts if this country will even survive this coming winter.,2022-11-16T03:16:42Z,0,0.128
LP5yA5GEZoQ,FOX,UgyloVBZ7dyG_8rTkPt4AaABAg,"Ok Guys.  Remember, the Dems have an Early Voting and Mail in Voting strategy...Republicans need one.  Don't forget this!  If they want to win, Republicans MUST do EARLY voting/mail in ballot as well as well!",2022-11-16T03:16:41Z,35,0.8945
LP5yA5GEZoQ,FOX,UgxO5PfkpuDA6R1FANZ4AaABAg,He’s got my vote. Has my families vote,2022-11-16T03:16:41Z,7,0.0
LP5yA5GEZoQ,FOX,Ugy5jfqfTL9ZbgoGemN4AaABAg,"I bet there's some socialist liberal heads spinning and exploding right now.  Watch the FBI, DOJ, all the democrat   committees turn up the heat on Pres. Trump investigations.   It's gonna be bad.  Hope everyone on BOTH sides can handle the heat.",2022-11-16T03:16:41Z,1,-0.1531
LP5yA5GEZoQ,FOX,UgzdH4BKt4xHsSKqhSp4AaABAg,Trump is pathetic.,2022-11-16T03:16:40Z,0,-0.5719
LP5yA5GEZoQ,FOX,UgwCbNYTfGKXO-py4rB4AaABAg,Yay!!!,2022-11-16T03:16:39Z,0,0.6458
LP5yA5GEZoQ,FOX,Ugy5WEAlHkAwDM4_b2x4AaABAg,Trump 2024!,2022-11-16T03:16:39Z,0,0.0
LP5yA5GEZoQ,FOX,UgzG6Cpqs3cicCX5dSp4AaABAg,Was a great speech ngl 🫡,2022-11-16T03:16:39Z,9,0.6249
LP5yA5GEZoQ,FOX,Ugwf6ieUWgZuhP03D_R4AaABAg,Really?????🙄,2022-11-16T03:16:38Z,0,0.0
LP5yA5GEZoQ,FOX,Ugxv0UaD2besOOabte94AaABAg,MAGA,2022-11-16T03:16:37Z,0,0.0
LP5yA5GEZoQ,FOX,UgznEJoNuZO-Ve3rPsV4AaABAg,How embarrassing. How many times does this guy have to lose. He lost the popular vote in 2016 by 3 million to Crooked Hillary. He lost 40 seats in Congress in 2018 and lost by a Landslide in 2020. Now he's going to be licking the shoes of Ron Desanctimonious. LOL,2022-11-16T03:16:35Z,0,-0.595
