Video ID,Comment ID,Comment,Published At,Video Title,Sentiment
0UfHSA7Sa8U,Ugwei6-cUbTpb_xt8C94AaABAg,Hollywood trash.  Hey it’s prison time for war crimes,2023-04-06T22:08:40Z,Biden administration releases review of Afghanistan withdrawal,-0.802
0UfHSA7Sa8U,UgwM_U_FX6pjBI4Uzyd4AaABAg,"This just proves Trump and Co really took care and looked out for the Americans and Afghan people but Biden and Co took the exit as an opportunity , delayed it just in time for the 911 Memorial to be held hence they stretched it so Biden and Co can claim they did the exit in Afghanistan when no other Pres did but instead back fired on them because they ignored all the protocols and agreements made and secured by Trump and Co. which led to deaths and take over of the Taliban. The proof is out here on youtube and google all u need is to type and search.",2023-04-06T22:06:53Z,Biden administration releases review of Afghanistan withdrawal,-0.217
0UfHSA7Sa8U,Ugx-JzTnIOYCaO8y0zB4AaABAg,What an abject failure Biden is,2023-04-06T22:04:41Z,Biden administration releases review of Afghanistan withdrawal,-0.5106
0UfHSA7Sa8U,UgxrM5A5otx7iyNf3E54AaABAg,"So trump didn't leave biden with a plan... thus he is unable to come up with his own and fails terribly... so trump's fault 😂😂
Plus biden killed innocent people with a drone strike. Trump's fault 😂😂😂😮",2023-04-06T22:03:36Z,Biden administration releases review of Afghanistan withdrawal,-0.8989
0UfHSA7Sa8U,UgxQRC28C-C-fEg2cWF4AaABAg,The “Afghanistan Papers”. 20 years of public lies/20 years of private truths.,2023-04-06T22:03:20Z,Biden administration releases review of Afghanistan withdrawal,0.4215
0UfHSA7Sa8U,UgzHRjo1cydqs0jTrPh4AaABAg,It’s simple Biden is to blame for all the lives loss in the withdrawal no excuses he was president he made the decision.,2023-04-06T21:55:11Z,Biden administration releases review of Afghanistan withdrawal,-0.7003
0UfHSA7Sa8U,UgwBp-WuFgLEdh4k21J4AaABAg,So CBS is in bed with trump??,2023-04-06T21:55:11Z,Biden administration releases review of Afghanistan withdrawal,0.0
0UfHSA7Sa8U,UgzC7MaNo8FcsaxMNVV4AaABAg,Dem entia Joe didn't follow Trump's plan.  This debacle is all on Dem entia Joe,2023-04-06T21:55:05Z,Biden administration releases review of Afghanistan withdrawal,0.0
0UfHSA7Sa8U,UgyFYMVuORqkh_rD5YZ4AaABAg,The most significant MISTAKE was always trump. An EVIL POS.,2023-04-06T21:52:52Z,Biden administration releases review of Afghanistan withdrawal,-0.8152
DuX4K4eeTz8,UgyX9sPSDtPuYmVrDeF4AaABAg,"Joe Biden call it a ""success"" , that is just sad",2023-12-25T10:18:42Z,"Biden’s speech on official Afghanistan withdrawal, in 3 minutes",-0.4767
DuX4K4eeTz8,UgwAYD6a5OoHtSxVvLl4AaABAg,"Let's be honest. Afghanistan was deemed to fail from the start. Yes, Bush had to do something against Bin Laden after 9/11, but he is in it without a plan and after his term was over, the damage was done. 20 years later, you can't do anything anymore. Too much harm is done. You had only bad options at this point: Stay and let more soldiers die for reaching no goal or evacuate and admit defeat, that the Republicans sealed as they invaded Afghanistan.",2023-10-12T11:27:09Z,"Biden’s speech on official Afghanistan withdrawal, in 3 minutes",-0.9756
DuX4K4eeTz8,Ugypeg7aSGzJcOm5nQV4AaABAg,Joe biden is a disgrace to america.,2023-09-05T21:56:47Z,"Biden’s speech on official Afghanistan withdrawal, in 3 minutes",-0.4939
DuX4K4eeTz8,Ugw2WSzF7699aYXbJu54AaABAg,A disgrace to America..............,2023-05-22T23:49:33Z,"Biden’s speech on official Afghanistan withdrawal, in 3 minutes",-0.4939
DuX4K4eeTz8,Ugwdmv6uz1Ob1FNSCAd4AaABAg,"People are too ignorant to realize that, had nato forces worked with the Taliban from the get go, we wouldn’t have lost all those lives. But instead they worked with killers, warlords, thieves… like Ahmad shah Masood, General Dostum, Mohib, , Ashraf Ghani, and Hamid Karzi… these individuals should be in prison for War crimes, theft and pocketing US tax dollars 💵 that was supposed to build Afghanistan. Shame on NATO for realizing after 20 years",2023-05-14T22:45:49Z,"Biden’s speech on official Afghanistan withdrawal, in 3 minutes",-0.9477
DuX4K4eeTz8,UgztnbR47deB_AIG06p4AaABAg,Biden even got the taliban army Uniform sizes right🧐 that is the biggest succes 🇺🇸👍,2023-02-06T23:23:17Z,"Biden’s speech on official Afghanistan withdrawal, in 3 minutes",0.0
DuX4K4eeTz8,UgyCsGPMX0mx7L0XTj54AaABAg,2000 MULES….,2022-09-07T04:48:19Z,"Biden’s speech on official Afghanistan withdrawal, in 3 minutes",0.0
DuX4K4eeTz8,UgwV-eOeXN1o8qG-w_Z4AaABAg,Blatantly obvious and poorly edited......Go Brandon !!,2022-03-02T17:19:01Z,"Biden’s speech on official Afghanistan withdrawal, in 3 minutes",0.0
DuX4K4eeTz8,UgwP-897avIYTCI4dgN4AaABAg,Why didn't you follow what was already in place by Trump? Things would not have go screwed up and 13 American killed and the loss of Baghram air base. What a dunce you are Joey!,2022-02-15T14:22:35Z,"Biden’s speech on official Afghanistan withdrawal, in 3 minutes",-0.6667
DuX4K4eeTz8,UgzyXLtZ_AI2rVX1SA14AaABAg,206k views and only 1k likes... not a good ratio...,2022-01-06T15:37:17Z,"Biden’s speech on official Afghanistan withdrawal, in 3 minutes",-0.3412
DuX4K4eeTz8,UgyYfJ9lulrcf95Lg9h4AaABAg,🗑,2021-12-21T20:40:15Z,"Biden’s speech on official Afghanistan withdrawal, in 3 minutes",0.0
